SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,-0.6315077871238494,-1.3363719465973187,-0.831693894665562,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,0.5159600872233392,0.5492523898415385,0.5829287214233719,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
1,1.335579997471331,1.2918212656957786,1.9720924544617673,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
1,-0.7544507736610482,0.842942551977148,-0.45510539061643523,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
0,-1.2872037153222429,-1.4832170276651233,-1.0045892728865933,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.7954317691734478,-1.169502536292995,-0.8451072403282373,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,0.8847890468349355,1.1316266318036274,1.385258581719719,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,0
0,-1.0003367467354458,0.028619829692048494,-0.7602590044423005,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
0,-0.877393760198247,-0.03812793442968095,-0.6899051239846166,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1,-1.2872037153222429,0.17880229896593974,-0.9826160947944473,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.14713112761174285,0.984781550735823,0.5360702572991572,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,0.9257700423473351,0.2639056982211447,0.815103145360865,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.6315077871238494,-1.5115848274168584,-0.8711617818210328,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.9667510378597347,1.1716752902766652,1.4635104518932542,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1
0,1.5814659705457286,-0.03812793442968095,0.9686506549204387,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0
0,0.18811212312414244,0.8479486342862773,0.46818725630565045,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0
0,1.5814659705457286,-1.3513901935247077,-0.21487854699657932,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0.9667510378597347,-0.6789064699982835,0.1179842151061285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
0,1.6224469660581282,1.6789582976018091,2.7036713286722587,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,-0.7544507736610482,-1.5249343802412043,-0.8937306183554357,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
0,0.43399809619854,1.66394005067442,1.1461127478654405,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,0.6389030737605379,1.5554749339766096,1.3881486282358542,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-0.8364127646858474,0.8195808345345426,-0.5493959158833343,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
0,-1.2052417242974438,0.6710670593636944,-0.8969074633808062,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-1.2052417242974438,0.8946720691714881,-0.8960250064293144,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1.0077320333721342,-1.5282717684472908,-0.545336613906472,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,0.2700741141489416,-1.516590909725988,-0.6793156405667149,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.6315077871238494,0.6760731416728243,-0.3732575083655706,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,-1.2872037153222429,0.9380581158506122,-0.9725781469712281,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.672488782636249,-0.8774810682604287,-0.7205925644727439,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1.4175419884961302,-1.2979919822273243,-0.26855399107106814,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.06516913658694366,1.7006513209413714,0.7277399071631768,0,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-1.2462227198098432,-0.46030754249961964,-0.9710338473061174,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0,-1.2872037153222429,0.5125411195745869,-0.9782038100369883,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,1.4585229840085299,-0.8441071861995639,0.22008448439373007,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-1.2462227198098432,-0.033121852120551055,-0.950362293217422,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0,-0.5495457960990502,0.7878756465767209,-0.2758563223446629,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,-0.467583805074251,-1.5215969920351178,-0.838577058887198,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.6224469660581282,0.8179121404314994,1.8934876015076352,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
0,0.6389030737605379,-1.5015726627985988,-0.5604928120483438,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0.3930171006861404,-0.34850503759572277,0.02245825010714089,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,0
0,0.3520361051737408,0.3022856625911393,0.34925412066834266,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1.2945990019589315,1.296827348004908,1.9008119942050175,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.8364127646858474,-1.4915604981803396,-0.901010888205243,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.9183747557106465,-1.5082474392107719,-0.9319410043550306,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
0,-0.34464081853705225,-0.4235962722326684,-0.48067458078591013,0,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1,-1.2872037153222429,0.5041976490593708,-0.9783141171559248,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.9667510378597347,0.11872931125638334,0.6697183626025908,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,0.9257700423473351,0.9864502448388661,1.314220797124629,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-1.2052417242974438,0.14876580511116178,-0.9166303762466479,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1,-0.5495457960990502,0.7678513173402023,-0.2302112365287494,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,-0.016792854437855522,0.4708237669985061,0.12021241890864538,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.0896940243969335,1.163331819761449,1.6490029030968314,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0
1,-1.0413177422478452,0.16378405203855054,-0.8074483899233247,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1,-1.2872037153222429,0.9464015863658284,-0.9724678398522916,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,1.4585229840085299,1.5020767226792262,2.2811288788741964,1,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,-1.2872037153222429,0.8062312817101964,-0.9743209994504245,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.30365982302465266,-1.5249343802412043,-0.785938501730712,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
1,-1.2872037153222429,0.30395435669418247,-0.9809614880104002,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.0822987377602449,-0.47532578942700865,-0.8780228846188816,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0
0,1.4585229840085299,0.5158785077806737,1.338091257662482,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,1.6224469660581282,0.8329303873588886,1.9497442321652376,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,0.8438080513225359,1.0865718910214603,1.2114586851234082,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
0,-1.2052417242974438,-1.4798796394590368,-0.9819763135046159,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.016792854437855522,0.32397868593070156,0.0025588458510007834,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.877393760198247,0.27725525104549076,-0.6644021180865035,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,0.43399809619854,1.1383014082158005,0.843805057708136,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,-1.0003367467354458,1.2000430900284005,-0.6418332815521006,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
1,1.5814659705457286,0.13374755818377257,1.184676116645632,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
0,-1.0413177422478452,0.3056230507972256,-0.778305249100308,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.5085648005866507,-1.529940462550334,-0.8223619124035361,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.9593557512230462,0.4724924611015492,-0.7219824341713436,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.9593557512230462,0.3189726036215717,-0.701972722796267,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.2462227198098432,-1.4965665804894692,-0.9982576442596397,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,1.6224469660581282,0.6693983652606512,1.670292177051571,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
1,1.5814659705457286,1.358569029817508,2.305153769378561,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.8364127646858474,0.647705341921089,-0.5902095498898301,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-1.2462227198098432,0.5142098136776301,-0.9450013672371093,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
0,0.5569410827357387,0.6360244831997866,0.6839259195216087,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,1.130675019909333,-0.1465930511274913,0.5761999871682469,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,-1.2872037153222429,-1.5199282979320745,-1.0050746242099138,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0.3110551096613412,-1.53828393306555,-0.6695424298289433,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-1.0822987377602449,-0.5237179184152626,-0.8757726193925774,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,1.2126370109341322,-0.8741436800543422,0.017604736873935975,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0
0,0.7208650647853372,1.3602377239205512,1.3432095079811344,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1
0,1.0077320333721342,-0.3518424258018093,0.36937413916235573,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,0.06516913658694366,-1.3430467230094913,-0.6191541378987613,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
1,-0.4266028095618514,0.8195808345345426,-0.15824687213459285,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
0,-0.09875484546265471,-0.3184685437409446,-0.28401904914596204,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
0,-1.2462227198098432,0.9931250212510392,-0.9351619722279758,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1
0,-0.7954317691734478,1.1733439843797084,-0.41418144949100294,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,0.5979220782481384,1.2651221600470863,1.1435536227061143,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,-0.34464081853705225,0.6927600827032566,-0.08401018109034496,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0
0,-0.9183747557106465,-1.1878581714264704,-0.881795388086509,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0
1,0.8028270558101364,1.3018334303140378,1.4431698191613684,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
1,1.6224469660581282,1.3001647362109947,2.3792801533038723,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1
0,-0.467583805074251,-0.21167212114617737,-0.4774536129129651,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
0,1.335579997471331,1.3302012300657726,2.037328084600799,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
0,-0.1807168364874539,-0.026447075708378013,-0.21858486619284484,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0.14713112761174285,-1.1394660424382168,-0.5167670701019249,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,1.2945990019589315,-1.37308321686427,-0.32580338579909884,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,1.4995039795209293,1.1449761846279736,2.0048977916334754,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0
0,-0.05777384995025511,0.6226749303754404,0.16616636465758103,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,-0.5905267916114498,-0.562097882785257,-0.6560408384711186,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.7954317691734478,0.6009819070358787,-0.5457778423822179,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-0.9593557512230462,-0.008091440574902511,-0.7720398047447161,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0
0,0.7618460602977367,0.51921589598676,0.8027487480399799,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,1.540484975033329,1.4336602644544536,2.4854397245683364,0,1,1,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-1.2052417242974438,-1.2012077242508163,-0.9702837588973495,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.2626788275122531,-0.6588821407617647,-0.4696438688922626,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-1.2052417242974438,0.7728573996493318,-0.8981208416891073,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1
1,1.6224469660581282,0.9096903160988774,1.8278769271642195,0,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1
0,0.22909311863654203,-1.3664084404520969,-0.6102854455362686,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0
1,0.6389030737605379,0.1821396871720265,0.5504322441846865,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1,0.9257700423473351,0.7878756465767209,1.1064904307434584,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0
0,1.1716560154217326,1.3685811944357673,1.7991750148169487,1,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
0,1.0896940243969335,-0.8057272218295696,0.0684563187036511,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1
0,-0.38562181404945184,-1.5082474392107719,-0.817265723508671,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-1.0413177422478452,0.28059263925157707,-0.7843059563704521,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
0,1.6224469660581282,-1.3497214994216644,-0.19345690449911584,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.2872037153222429,-1.4982352745925125,-1.0047878257006788,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,1
0,1.4995039795209293,-1.4898918040772964,-0.39465708943924677,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,0.7618460602977367,-1.5132535215199017,-0.5738620348634446,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0.8028270558101364,-0.6989307992348024,-0.009464630113075025,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
0,-1.2872037153222429,0.372370814918955,-0.9800569696351212,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
1,1.4585229840085299,-1.5082474392107719,-0.39778981161704263,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0
0,-0.05777384995025511,-0.5120370596939599,-0.34303335777697636,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
0,-0.7544507736610482,0.5092037313685007,-0.5407478377587146,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.2872037153222429,-1.3664084404520969,-1.0030449732214826,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.6224469660581282,-1.3714145227612264,-0.24836778830569317,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-1.0003367467354458,-1.5249343802412043,-0.9421995664161228,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1,-0.7134697781486485,0.5008602608532845,-0.4766594016566225,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,1.2945990019589315,-1.5015726627985988,-0.44996507887399545,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.3930171006861404,0.04030068841335143,0.18983827238134868,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
0,0.6798840692729375,0.42743772031938204,0.6736011731891546,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
0,-0.9593557512230462,0.6777418357758674,-0.6644241795102908,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,-1.2462227198098432,-1.5199282979320745,-0.9999784353150487,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
0,0.8028270558101364,0.8028938935041101,1.03902659680191,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
0,-0.016792854437855522,-0.12656872189097243,-0.191008086458726,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,0.4749790917109396,-1.4882231099742531,-0.6051671952176162,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,0.8847890468349355,-0.13991827471531826,0.43483038353926035,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,-0.8364127646858474,-1.0543626431830115,-0.8216118239947681,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
0,0.3520361051737408,-1.5082474392107719,-0.6255519507970769,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,-0.2626788275122531,-0.5353987771365653,-0.4678127707179172,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0,-0.8364127646858474,0.6443679537150028,-0.6091823743469039,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.38562181404945184,-0.3301494024622473,-0.4471191552054344,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.2216978319998535,-0.38021022555354433,-0.40050336674288,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
0,-1.2462227198098432,0.48584201392589527,-0.94116267949812,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-0.7954317691734478,0.04030068841335143,-0.6467529790566674,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
1,1.4585229840085299,-0.40690933120223605,0.5994968506876306,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1.0077320333721342,0.16378405203855054,0.7129146303781145,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1
0,-1.2052417242974438,-1.1878581714264704,-0.978689161360309,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0.7208650647853372,1.225073501574049,1.309543775281722,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
0,-0.6315077871238494,0.05031285303161075,-0.5385196339561978,1,1,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1.3765609929837306,1.3635751121266375,2.0666256553903266,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1
1,1.130675019909333,1.3619064180235942,1.828384339911327,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
0,-1.1642607287850442,1.218398725161876,-0.8528949229251525,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.8364127646858474,-1.473204863046864,-0.9097030891774371,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-1.2052417242974438,0.49752287264719774,-0.9177555088597998,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.2700741141489416,0.5442463075324085,0.35728447892691817,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
0,-0.5085648005866507,-0.4469579896752738,-0.5619929888658798,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
0,1.4175419884961302,1.26679085415013,2.028746190747541,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
